plantID_OLD,plantID,round,year,month,day,#dalpur_1m,#dalpur_5m,NN_1,NN_2,NN_3,observer,notes,Column 13
10B,10B,1,2018,July,11,0,NA,NA,NA,NA,,,
20UB,20UB,1,2018,July,11,2,NA,50,>4,>4,,,
18UB,18UB,1,2018,July,11,0,NA,60,>4,>4,,,
17UB,17UB,1,2018,July,11,2,NA,NA,NA,NA,,,
16UB,16UB,1,2018,July,11,0,NA,360,>4,>4,,,
15UB,15UB,1,2018,July,11,0,NA,NA,NA,NA,,,
14UB,14UB,1,2018,July,11,0,NA,NA,NA,NA,,,
13UB,13UB,1,2018,July,11,0,NA,NA,NA,NA,,,
12UB,12UB,1,2018,July,11,0,NA,NA,NA,NA,,,
11UB,11UB,1,2018,July,11,0,NA,NA,NA,NA,,,
20B,20B,1,2018,July,11,0,NA,>4,>4,>4,,,
19B,19B,1,2018,July,11,0,NA,NA,NA,NA,,,
18B,18B,1,2018,July,11,0,NA,NA,NA,NA,,,
17B,17B,1,2018,July,11,0,NA,NA,NA,NA,,,
16B,16B,1,2018,July,11,0,NA,130,>4,>4,,,
15B,15B,1,2018,July,11,0,NA,NA,NA,NA,,,
14B,14B,1,2018,July,11,0,NA,NA,NA,NA,,,
13B,13B,1,2018,July,11,0,NA,NA,NA,NA,,,
11B,11B,1,2018,July,11,0,NA,NA,NA,NA,,,
8B,8B,1,2018,July,11,0,NA,NA,NA,NA,,,
7B,7B,1,2018,July,11,0,NA,NA,NA,NA,,,
6B,6B,1,2018,July,11,0,NA,NA,NA,NA,,,
4B,4B,1,2018,July,11,0,NA,NA,NA,NA,,,
2B,2B,1,2018,July,11,0,NA,NA,NA,NA,,,
1B,1B,1,2018,July,11,0,NA,NA,NA,NA,,,
9UB,9UB,1,2018,July,11,0,NA,NA,NA,NA,,,
8UB,8UB,1,2018,July,11,0,NA,NA,NA,NA,,,
6UB,6UB,1,2018,July,11,0,NA,NA,NA,NA,,,
4UB,4UB,1,2018,July,11,0,NA,NA,NA,NA,,,
3UB,3UB,1,2018,July,11,0,NA,NA,NA,NA,,,
1UB,1UB,1,2018,July,11,0,NA,NA,NA,NA,,,
30B,30B,1,2018,July,11,0,NA,NA,NA,NA,,,
29B,29B,1,2018,July,11,0,NA,NA,NA,NA,,,
28B,28B,1,2018,July,11,0,NA,NA,NA,NA,,,
27B,27B,1,2018,July,11,0,NA,NA,NA,NA,,,
26B,26B,1,2018,July,11,0,NA,NA,NA,NA,,,
24B,24B,1,2018,July,11,0,NA,NA,NA,NA,,,
23B,23B,1,2018,July,11,0,NA,NA,NA,NA,,,
21B,21B,1,2018,July,11,0,NA,NA,NA,NA,,,
30UB,30UB,1,2018,July,11,1,NA,100,210,270,,,
28UB,28UB,1,2018,July,11,0,NA,>4,>4,>4,,,
27UB,27UB,1,2018,July,11,0,NA,NA,NA,NA,,,
26UB,26UB,1,2018,July,11,0,NA,NA,NA,NA,,,
25UB,25UB,1,2018,July,11,0,NA,NA,NA,NA,,,
24UB,24UB,1,2018,July,11,2,NA,75,100,290,,,
23UB,23UB,1,2018,July,11,0,NA,240,260,>4,,,
22UB,22UB,1,2018,July,11,0,NA,NA,NA,NA,,,
21UB,21UB,1,2018,July,11,0,NA,330,380,400,,,
